年度,地區別,特用作物類別,種植面積,收穫面積,每公頃平均產量,產量
"2013","屏東縣","其他特用作物","428.67","419.57","3755.56","1575.722"
"2013","台東縣","其他特用作物","2174.4","2157.15","4984.07","10751.383"
"2013","花蓮縣","其他特用作物","571.19","561.44","3362.74","1887.979"
"2013","澎湖縣","其他特用作物","8.09","8.09","4000","32.36"
"2013","基隆市","其他特用作物","0","0","0","0"
"2013","新竹市","其他特用作物","0.08","0.08","10500","0.84"
"2013","嘉義市","其他特用作物","1.7","1.7","2640","4.488"
"2013","金門縣","其他特用作物","0","0","0","0"
"2013","連江縣","其他特用作物","0","0","0","0"
"2012","新北市","茶葉","1658.4","1499.61","2157.57163529184","808.879"
"2012","台北市","茶葉","131.8","131.8","2583.42943854325","85.124"
"2012","台中市","茶葉","409.05","409.05","2999.66263292996","306.753"
"2012","台南市","茶葉","0","0","0","0"
"2012","高雄市","茶葉","121.03","121.03","4252.26803271916","128.663"
"2012","宜蘭縣","茶葉","148.78","147.98","2742.83011217732","101.471"
"2012","桃園縣","茶葉","553.56","547.33","2899.52313960499","396.749"
"2012","新竹縣","茶葉","533.18","527.18","4235.7145566979","558.246"
"2012","苗栗縣","茶葉","426.12","426.12","4853.47789355111","517.041"
"2012","彰化縣","茶葉","2.6","2.6","4553.84615384615","2.96"
"2012","南投縣","茶葉","6566.49","6565.99","5777.2570472998","9483.353"
"2012","雲林縣","茶葉","375.61","375.61","3796.41649583344","356.493"
"2012","嘉義縣","茶葉","2163.04","2163.04","3436.30446038908","1858.216"
"2012","屏東縣","茶葉","6.08","6.08","3600","5.472"
"2012","台東縣","茶葉","251.26","250.38","3034.87499001518","189.968"
"2012","花蓮縣","茶葉","137.1","132.68","3022.61079288514","100.26"
"2012","澎湖縣","茶葉","0","0","0","0"
"2012","基隆市","茶葉","0.02","0.02","2800","0.014"
"2012","新竹市","茶葉","1.9","1.9","4000","1.9"
"2012","嘉義市","茶葉","0","0","0","0"
"2012","金門縣","茶葉","0","0","0","0"
"2012","連江縣","茶葉","0","0","0","0"
"2012","新北市","菸草","0","0","0","0"
"2012","台北市","菸草","0","0","0","0"
"2012","台中市","菸草","14","14","2493","34"
"2012","台南市","菸草","6","6","2332","14"
"2012","高雄市","菸草","182","182","2223","405"
"2012","宜蘭縣","菸草","0","0","0","0"
"2012","桃園縣","菸草","0","0","0","0"
"2012","新竹縣","菸草","0","0","0","0"
"2012","苗栗縣","菸草","0","0","0","0"
"2012","彰化縣","菸草","35","35","2474","85"
"2012","南投縣","菸草","160","160","2479","396"
"2012","雲林縣","菸草","64","64","2425","156"
"2012","嘉義縣","菸草","132","132","2276","300"
"2012","屏東縣","菸草","65","65","2330","152"
"2012","台東縣","菸草","1","1","2537","3"
"2012","花蓮縣","菸草","34","34","2197","75"
"2012","澎湖縣","菸草","0","0","0","0"
"2012","基隆市","菸草","0","0","0","0"
"2012","新竹市","菸草","0","0","0","0"
"2012","嘉義市","菸草","10","10","2184","22"
"2012","金門縣","菸草","0","0","0","0"
"2012","連江縣","菸草","0","0","0","0"
"2012","新北市","製糖甘蔗-白糖","0","0","0","0"
"2012","台北市","製糖甘蔗-白糖","0","0","0","0"
"2012","台中市","製糖甘蔗-白糖","0","0","0","0"
"2012","台南市","製糖甘蔗-白糖","1822","1807","67968","122831"
"2012","高雄市","製糖甘蔗-白糖","33","33","81592","2697"
"2012","宜蘭縣","製糖甘蔗-白糖","0","0","0","0"
"2012","桃園縣","製糖甘蔗-白糖","0","0","0","0"
"2012","新竹縣","製糖甘蔗-白糖","0","0","0","0"
"2012","苗栗縣","製糖甘蔗-白糖","0","0","0","0"
"2012","彰化縣","製糖甘蔗-白糖","1099","1099","53976","59304"
"2012","南投縣","製糖甘蔗-白糖","0","0","0","0"
"2012","雲林縣","製糖甘蔗-白糖","2649","2649","68306","180925"
"2012","嘉義縣","製糖甘蔗-白糖","2724","2724","67071","182697"
"2012","屏東縣","製糖甘蔗-白糖","0","0","0","0"
"2012","台東縣","製糖甘蔗-白糖","0","0","0","0"
"2012","花蓮縣","製糖甘蔗-白糖","0","0","0","0"
"2012","澎湖縣","製糖甘蔗-白糖","0","0","0","0"
"2012","基隆市","製糖甘蔗-白糖","0","0","0","0"
"2012","新竹市","製糖甘蔗-白糖","0","0","0","0"
"2012","嘉義市","製糖甘蔗-白糖","0","0","0","0"
"2012","金門縣","製糖甘蔗-白糖","0","0","0","0"
"2012","連江縣","製糖甘蔗-白糖","0","0","0","0"
"2012","新北市","樹薯","0.7","0.7","12178.57","8.525"
"2012","台北市","樹薯","0.05","0.05","11000","0.55"
"2012","台中市","樹薯","0.66","0.66","10424.24","6.88"
"2012","台南市","樹薯","2.6","2.6","19000","49.4"
"2012","高雄市","樹薯","8.67","8.67","13324.45","115.523"
"2012","宜蘭縣","樹薯","0.4","0.4","14000","5.6"
"2012","桃園縣","樹薯","0.6","0.6","15000","9"
"2012","新竹縣","樹薯","0","0","0","0"
"2012","苗栗縣","樹薯","13.45","13.45","16247.21","218.525"
"2012","彰化縣","樹薯","0","0","0","0"
"2012","南投縣","樹薯","0.95","0.95","10105.26","9.6"
"2012","雲林縣","樹薯","9.2","9.2","12300","113.16"
"2012","嘉義縣","樹薯","2.1","2.1","15285.71","32.1"
"2012","屏東縣","樹薯","3.21","3.21","12355.45","39.661"
"2012","台東縣","樹薯","3.5","3.5","13948.57","48.82"
"2012","花蓮縣","樹薯","0.95","0.95","16000","15.2"
"2012","澎湖縣","樹薯","0","0","0","0"
"2012","基隆市","樹薯","0","0","0","0"
"2012","新竹市","樹薯","0","0","0","0"
"2012","嘉義市","樹薯","0","0","0","0"
"2012","金門縣","樹薯","0","0","0","0"
"2012","連江縣","樹薯","0","0","0","0"
"2012","新北市","食用甘蔗","1.55","1.53","17562.75","26.871"
"2012","台北市","食用甘蔗","0","0","0","0"
"2012","台中市","食用甘蔗","7.76","7.76","48341.24","375.128"
"2012","台南市","食用甘蔗","28.83","28.56","65706.16","1876.568"
"2012","高雄市","食用甘蔗","16.93","16.73","62256.6","1041.553"
"2012","宜蘭縣","食用甘蔗","1.38","1.38","25369.57","35.01"
"2012","桃園縣","食用甘蔗","0.11","0.11","9000","0.99"
"2012","新竹縣","食用甘蔗","3.4","3.4","16126.47","54.83"
"2012","苗栗縣","食用甘蔗","3.25","3.25","58786.46","191.056"
"2012","彰化縣","食用甘蔗","67.29","66.24","88544.31","5865.175"
"2012","南投縣","食用甘蔗","68.62","39.24","98341.62","3858.925"
"2012","雲林縣","食用甘蔗","113.62","112.62","91562.66","10311.787"
"2012","嘉義縣","食用甘蔗","28.96","28.96","55815.26","1616.41"
"2012","屏東縣","食用甘蔗","23.64","22.95","55444.66","1272.455"
"2012","台東縣","食用甘蔗","22.39","22.39","101097.36","2263.57"
"2012","花蓮縣","食用甘蔗","3.81","3.81","31482.94","119.95"
"2012","澎湖縣","食用甘蔗","0","0","0","0"
"2012","基隆市","食用甘蔗","0","0","0","0"
"2012","新竹市","食用甘蔗","0","0","0","0"
"2012","嘉義市","食用甘蔗","2.5","2.5","60500","151.25"
"2012","金門縣","食用甘蔗","0","0","0","0"
"2012","連江縣","食用甘蔗","0","0","0","0"
"2012","新北市","芝麻","0","0","0","0"
"2012","台北市","芝麻","0","0","0","0"
"2012","台中市","芝麻","58.4","58.4","654.16","38.203"
"2012","台南市","芝麻","709.42","709.42","778.92","552.582"
"2012","高雄市","芝麻","1.3","1.3","819.23","1.065"
"2012","宜蘭縣","芝麻","0","0","0","0"
"2012","桃園縣","芝麻","0","0","0","0"
"2012","新竹縣","芝麻","0","0","0","0"
"2012","苗栗縣","芝麻","0.06","0.06","350","0.021"
"2012","彰化縣","芝麻","45.91","45.91","410.93","18.866"
"2012","南投縣","芝麻","1.1","1.1","500","0.55"
"2012","雲林縣","芝麻","0.84","0.84","390.48","0.328"
"2012","嘉義縣","芝麻","8.42","8.42","518.53","4.366"
"2012","屏東縣","芝麻","4","4","700","2.8"
"2012","台東縣","芝麻","1.8","1.8","500","0.9"
"2012","花蓮縣","芝麻","0","0","0","0"
"2012","澎湖縣","芝麻","0","0","0","0"
"2012","基隆市","芝麻","0","0","0","0"
"2012","新竹市","芝麻","0","0","0","0"
"2012","嘉義市","芝麻","0","0","0","0"
"2012","金門縣","芝麻","0","0","0","0"
"2012","連江縣","芝麻","0","0","0","0"
"2012","新北市","香花作物","0.23","0.23","2934.78","0.675"
"2012","台北市","香花作物","0","0","0","0"
"2012","台中市","香花作物","0","0","0","0"
"2012","台南市","香花作物","0","0","0","0"
"2012","高雄市","香花作物","0","0","0","0"
"2012","宜蘭縣","香花作物","0","0","0","0"
"2012","桃園縣","香花作物","0","0","0","0"
"2012","新竹縣","香花作物","0","0","0","0"
"2012","苗栗縣","香花作物","12","12","1150","13.8"
"2012","彰化縣","香花作物","29.53","29.53","2800.27","82.692"
"2012","南投縣","香花作物","0","0","0","0"
"2012","雲林縣","香花作物","0","0","0","0"
"2012","嘉義縣","香花作物","0.2","0.2","1900","0.38"
"2012","屏東縣","香花作物","15.87","15.59","2109.43","32.886"
"2012","台東縣","香花作物","13.56","13.56","500","6.78"
"2012","花蓮縣","香花作物","0.15","0.15","500","0.075"
"2012","澎湖縣","香花作物","0","0","0","0"
"2012","基隆市","香花作物","0","0","0","0"
"2012","新竹市","香花作物","0","0","0","0"
"2012","嘉義市","香花作物","0","0","0","0"
"2012","金門縣","香花作物","0","0","0","0"
"2012","連江縣","香花作物","0","0","0","0"
"2012","新北市","山藥","54.49","54.49","14053.04","765.75"
"2012","台北市","山藥","23.5","23.5","22989.36","540.25"
"2012","台中市","山藥","0.48","0.48","14906.25","7.155"
"2012","台南市","山藥","0.6","0.6","31333.33","18.8"
"2012","高雄市","山藥","3.4","3.4","13705.88","46.6"
"2012","宜蘭縣","山藥","9.4","9.4","21776.6","204.7"
"2012","桃園縣","山藥","0.01","0.01","10000","0.1"
"2012","新竹縣","山藥","3.63","3.63","8531.68","30.97"
"2012","苗栗縣","山藥","1.84","1.84","22619.57","41.62"
"2012","彰化縣","山藥","126.38","126.38","29732.55","3757.6"
"2012","南投縣","山藥","204.3","204.3","36660.7","7489.781"
"2012","雲林縣","山藥","3.2","3.2","20643.75","66.06"
"2012","嘉義縣","山藥","12.1","12.1","23016.53","278.5"
"2012","屏東縣","山藥","21.22","21.22","18199.58","386.195"
"2012","台東縣","山藥","1.02","1.02","19725.49","20.12"
"2012","花蓮縣","山藥","9.67","9.67","26420.68","255.488"
"2012","澎湖縣","山藥","0.19","0.19","17000","3.23"
"2012","基隆市","山藥","1.03","1.03","13320.39","13.72"
"2012","新竹市","山藥","0","0","0","0"
"2012","嘉義市","山藥","1.6","1.6","21262.5","34.02"
"2012","金門縣","山藥","0","0","0","0"
"2012","連江縣","山藥","0","0","0","0"
"2012","新北市","其他特用作物","296.7","293.59","1319.78","387.474"
"2012","台北市","其他特用作物","2.13","2.13","3954.46","8.423"
"2012","台中市","其他特用作物","136.59","127.89","2675.22","342.134"
"2012","台南市","其他特用作物","384.99","382.99","3124.54","1196.667"
"2012","高雄市","其他特用作物","594.04","592.24","4694.15","2780.062"
"2012","宜蘭縣","其他特用作物","16.16","13.14","1406.01","18.475"
"2012","桃園縣","其他特用作物","119.12","111.42","4041.26","450.277"
"2012","新竹縣","其他特用作物","105","105","2773.09","291.174"
"2012","苗栗縣","其他特用作物","130.73","130.73","2966.44","387.803"
"2012","彰化縣","其他特用作物","226.91","223.21","6579.21","1468.545"
"2012","南投縣","其他特用作物","672.35","669.45","3280.26","2195.972"
"2012","雲林縣","其他特用作物","232.17","231.38","4129.65","955.519"
"2012","嘉義縣","其他特用作物","716.24","715.14","2915.18","2084.762"
"2012","屏東縣","其他特用作物","370.62","370.24","4057.73","1502.333"
"2012","台東縣","其他特用作物","2362.26","2335.9","4790.59","11190.346"
"2012","花蓮縣","其他特用作物","574.28","520.64","3419.89","1780.534"
"2012","澎湖縣","其他特用作物","8.7","8.7","4000","34.8"
"2012","基隆市","其他特用作物","0","0","0","0"
"2012","新竹市","其他特用作物","0.1","0.1","10500","1.05"
"2012","嘉義市","其他特用作物","2.1","2.1","1808.57","3.798"
"2012","金門縣","其他特用作物","0.1","0.1","550","0.055"
"2012","連江縣","其他特用作物","0","0","0","0"
"2011","新北市","茶葉","1670.19","1498.91","2025.09556944713","758.859"
"2011","台北市","茶葉","131.8","131.8","2638.05766312595","86.924"
"2011","台中市","茶葉","434.26","434.26","3184.33196702436","345.707"
"2011","台南市","茶葉","0","0","0","0"
"2011","高雄市","茶葉","121.03","121.03","4295.5300338759","129.972"
"2011","宜蘭縣","茶葉","231.92","230.02","2709.06877662812","155.785"
"2011","桃園縣","茶葉","789.96","769.65","2906.69265250439","559.284"
"2011","新竹縣","茶葉","553.43","524.13","4354.87379085341","570.63"
"2011","苗栗縣","茶葉","468","467.9","5298.40564223125","619.781"
"2011","彰化縣","茶葉","8.1","8.05","4178.88198757764","8.41"
"2011","南投縣","茶葉","6834.16","6825.96","6296.45529713037","10744.838"
"2011","雲林縣","茶葉","432.91","432.91","7141.29033748354","772.884"
"2011","嘉義縣","茶葉","2189.39","2189.39","4065.19624187559","2225.075"
"2011","屏東縣","茶葉","12.9","12.9","3134.88372093023","10.11"
"2011","台東縣","茶葉","294.37","292.49","2863.68764744094","209.4"
"2011","花蓮縣","茶葉","158.93","149.68","2941.36825227151","110.066"
"2011","澎湖縣","茶葉","0","0","0","0"
"2011","基隆市","茶葉","0","0","0","0"
"2011","新竹市","茶葉","1.9","1.9","4000","1.9"
"2011","嘉義市","茶葉","0","0","0","0"
"2011","金門縣","茶葉","0","0","0","0"
"2011","連江縣","茶葉","0","0","0","0"
"2011","新北市","菸草","0","0","0","0"
"2011","台北市","菸草","0","0","0","0"
"2011","台中市","菸草","14","14","2499","34.456"
"2011","台南市","菸草","6","6","2501","14.48"
"2011","高雄市","菸草","186","186","2433","451.334"
"2011","宜蘭縣","菸草","0","0","0","0"
"2011","桃園縣","菸草","0","0","0","0"
"2011","新竹縣","菸草","0","0","0","0"
"2011","苗栗縣","菸草","0","0","0","0"
"2011","彰化縣","菸草","35","35","2493","86.04"
"2011","南投縣","菸草","160","160","2496","399"
"2011","雲林縣","菸草","65","65","2458","159.698"
"2011","嘉義縣","菸草","139","139","2490","345.084"
"2011","屏東縣","菸草","61","61","2494","153.132"
"2011","台東縣","菸草","1","1","2537","3.4"
"2011","花蓮縣","菸草","34","34","2485","84.427"
"2011","澎湖縣","菸草","0","0","0","0"
"2011","基隆市","菸草","0","0","0","0"
"2011","新竹市","菸草","0","0","0","0"
"2011","嘉義市","菸草","2","2","2506","5.84"
"2011","金門縣","菸草","0","0","0","0"
"2011","連江縣","菸草","0","0","0","0"
"2011","新北市","製糖甘蔗-白糖","0","0","0","0"
"2011","台北市","製糖甘蔗-白糖","0","0","0","0"
"2011","台中市","製糖甘蔗-白糖","0","0","0","0"
"2011","台南市","製糖甘蔗-白糖","1818","1786.25","67641","120823.565"
"2011","高雄市","製糖甘蔗-白糖","39","39.47","75879","2994.94"
"2011","宜蘭縣","製糖甘蔗-白糖","0","0","0","0"
"2011","桃園縣","製糖甘蔗-白糖","0","0","0","0"
"2011","新竹縣","製糖甘蔗-白糖","0","0","0","0"
"2011","苗栗縣","製糖甘蔗-白糖","0","0","0","0"
"2011","彰化縣","製糖甘蔗-白糖","1101","1100.73","94696","104235.057"
"2011","南投縣","製糖甘蔗-白糖","0","0","0","0"
"2011","雲林縣","製糖甘蔗-白糖","2832","2831.85","75375","213427.385"
"2011","嘉義縣","製糖甘蔗-白糖","2969","2968.77","71569","212470.86"
"2011","屏東縣","製糖甘蔗-白糖","0","0","0","0"
"2011","台東縣","製糖甘蔗-白糖","0","0","0","0"
"2011","花蓮縣","製糖甘蔗-白糖","0","0","0","0"
"2011","澎湖縣","製糖甘蔗-白糖","0","0","0","0"
"2011","基隆市","製糖甘蔗-白糖","0","0","0","0"
"2011","新竹市","製糖甘蔗-白糖","0","0","0","0"
"2011","嘉義市","製糖甘蔗-白糖","0","0","0","0"
"2011","金門縣","製糖甘蔗-白糖","0","0","0","0"
"2011","連江縣","製糖甘蔗-白糖","0","0","0","0"
"2011","新北市","樹薯","0.73","0.73","12520.55","9.14"
"2011","台北市","樹薯","0.05","0.05","11000","0.55"
"2011","台中市","樹薯","0.65","0.65","9769.23","6.35"
"2011","台南市","樹薯","2.7","2.7","18888.89","51"
"2011","高雄市","樹薯","7.94","7.94","13537.15","107.485"
"2011","宜蘭縣","樹薯","0.4","0.4","13500","5.4"
"2011","桃園縣","樹薯","0.7","0.7","17857.14","12.5"
"2011","新竹縣","樹薯","0.02","0.02","12000","0.24"
"2011","苗栗縣","樹薯","15.67","15.67","12039.06","188.652"
"2011","彰化縣","樹薯","0","0","0","0"
"2011","南投縣","樹薯","0.57","0.57","12000","6.84"
"2011","雲林縣","樹薯","9.9","9.9","12908.38","127.793"
"2011","嘉義縣","樹薯","1.3","1.3","15000","19.5"
"2011","屏東縣","樹薯","2.69","2.69","12936.8","34.8"
"2011","台東縣","樹薯","1.04","1.04","11237.5","11.687"
"2011","花蓮縣","樹薯","1.05","1.05","16000","16.8"
"2011","澎湖縣","樹薯","0","0","0","0"
"2011","基隆市","樹薯","0","0","0","0"
"2011","新竹市","樹薯","0","0","0","0"
"2011","嘉義市","樹薯","0","0","0","0"
"2011","金門縣","樹薯","0","0","0","0"
"2011","連江縣","樹薯","0","0","0","0"
"2011","新北市","食用甘蔗","1.6","1.2","17862.5","21.435"
"2011","台北市","食用甘蔗","0","0","0","0"
"2011","台中市","食用甘蔗","7.95","7.95","47843.4","380.355"
"2011","台南市","食用甘蔗","32.3","30.48","68214.73","2079.185"
"2011","高雄市","食用甘蔗","17.5","16.85","63664.69","1072.75"
"2011","宜蘭縣","食用甘蔗","1.11","1.11","26990.99","29.96"
"2011","桃園縣","食用甘蔗","0.1","0.1","15000","1.5"
"2011","新竹縣","食用甘蔗","4.36","4.36","24639.91","107.43"
"2011","苗栗縣","食用甘蔗","3.08","3.08","47587.66","146.57"
"2011","彰化縣","食用甘蔗","60.86","60.56","88947.74","5386.675"
"2011","南投縣","食用甘蔗","68.27","44.52","98133.42","4368.9"
"2011","雲林縣","食用甘蔗","121","121","90780","10984.38"
"2011","嘉義縣","食用甘蔗","130.37","130.37","50394.62","6569.946"
"2011","屏東縣","食用甘蔗","19.13","18.78","55433.97","1041.05"
"2011","台東縣","食用甘蔗","19.16","18.96","105086.87","1992.447"
"2011","花蓮縣","食用甘蔗","4.45","4.45","31238.2","139.01"
"2011","澎湖縣","食用甘蔗","0","0","0","0"
"2011","基隆市","食用甘蔗","0","0","0","0"
"2011","新竹市","食用甘蔗","0.01","0.01","90000","0.9"
"2011","嘉義市","食用甘蔗","4.7","4.7","60657.45","285.09"
"2011","金門縣","食用甘蔗","0","0","0","0"
"2011","連江縣","食用甘蔗","0","0","0","0"
"2011","新北市","芝麻","0","0","0","0"
"2011","台北市","芝麻","0","0","0","0"
"2011","台中市","芝麻","75.08","75.08","623.99","46.849"
"2011","台南市","芝麻","1083.95","1083.95","640.71","694.5"
"2011","高雄市","芝麻","2.37","2.37","533.33","1.264"
"2011","宜蘭縣","芝麻","0","0","0","0"
"2011","桃園縣","芝麻","0","0","0","0"
"2011","新竹縣","芝麻","0","0","0","0"
"2011","苗栗縣","芝麻","0","0","0","0"
"2011","彰化縣","芝麻","45.89","45.89","401.13","18.408"
"2011","南投縣","芝麻","2.2","2.2","563.64","1.24"
"2011","雲林縣","芝麻","1.35","1.35","435.56","0.588"
"2011","嘉義縣","芝麻","11.69","11.69","471.94","5.517"
"2011","屏東縣","芝麻","2.35","2.35","600","1.41"
"2011","台東縣","芝麻","0","0","0","0"
"2011","花蓮縣","芝麻","0","0","0","0"
"2011","澎湖縣","芝麻","0","0","0","0"
"2011","基隆市","芝麻","0","0","0","0"
"2011","新竹市","芝麻","0","0","0","0"
"2011","嘉義市","芝麻","0","0","0","0"
"2011","金門縣","芝麻","0.24","0.24","420.83","0.101"
"2011","連江縣","芝麻","0","0","0","0"
"2011","新北市","香花作物","0.39","0.23","2934.78","0.675"
"2011","台北市","香花作物","0","0","0","0"
"2011","台中市","香花作物","0","0","0","0"
"2011","台南市","香花作物","0.44","0.44","1200","0.528"
"2011","高雄市","香花作物","0","0","0","0"
"2011","宜蘭縣","香花作物","0","0","0","0"
"2011","桃園縣","香花作物","0","0","0","0"
"2011","新竹縣","香花作物","0","0","0","0"
"2011","苗栗縣","香花作物","12.83","12.83","1150.04","14.755"
"2011","彰化縣","香花作物","29.76","29.76","2973.29","88.485"
"2011","南投縣","香花作物","0","0","0","0"
"2011","雲林縣","香花作物","0","0","0","0"
"2011","嘉義縣","香花作物","0.2","0.2","620","0.124"
"2011","屏東縣","香花作物","18.82","18.54","2034.47","37.719"
"2011","台東縣","香花作物","22.21","14.15","481.27","6.81"
"2011","花蓮縣","香花作物","0","0","0","0"
"2011","澎湖縣","香花作物","0","0","0","0"
"2011","基隆市","香花作物","0","0","0","0"
"2011","新竹市","香花作物","0","0","0","0"
"2011","嘉義市","香花作物","0","0","0","0"
"2011","金門縣","香花作物","0","0","0","0"
"2011","連江縣","香花作物","0","0","0","0"
"2011","新北市","山藥","57.66","57.66","13210.46","761.715"
"2011","台北市","山藥","23.5","23.5","22989.36","540.25"
"2011","台中市","山藥","0.63","0.63","16007.94","10.085"
"2011","台南市","山藥","0.6","0.6","30041.67","18.025"
"2011","高雄市","山藥","3","3","13833.33","41.5"
"2011","宜蘭縣","山藥","13.72","13.72","22766.76","312.36"
"2011","桃園縣","山藥","0.06","0.06","3000","0.18"
"2011","新竹縣","山藥","3.53","3.53","9983","35.24"
"2011","苗栗縣","山藥","0.25","0.25","12000","3"
"2011","彰化縣","山藥","105.57","105.57","29715.07","3137.02"
"2011","南投縣","山藥","216.98","216.98","33926.68","7361.41"
"2011","雲林縣","山藥","19.75","19.75","21651.14","427.61"
"2011","嘉義縣","山藥","13","13","16946.15","220.3"
"2011","屏東縣","山藥","19.12","19.12","19180.96","366.74"
"2011","台東縣","山藥","1.22","1.22","18614.75","22.71"
"2011","花蓮縣","山藥","8.66","8.66","21992.49","190.455"
"2011","澎湖縣","山藥","0.2","0.2","17500","3.5"
"2011","基隆市","山藥","1.67","1.67","14830.54","24.767"
"2011","新竹市","山藥","0","0","0","0"
"2011","嘉義市","山藥","1.78","1.78","21662.92","38.56"
"2011","金門縣","山藥","0","0","0","0"
"2011","連江縣","山藥","0","0","0","0"
"2011","新北市","其他特用作物","288.73","280.72","1336.4","375.153"
"2011","台北市","其他特用作物","4.23","4.23","3778.72","15.984"
"2011","台中市","其他特用作物","103.62","97.17","2878.59","279.713"
"2011","台南市","其他特用作物","459.92","459.32","3077.2","1413.421"
"2011","高雄市","其他特用作物","596.49","594.08","4699.53","2791.895"
"2011","宜蘭縣","其他特用作物","14.9","11.96","1382.78","16.538"
"2011","桃園縣","其他特用作物","110.38","105.71","4048.75","427.993"
"2011","新竹縣","其他特用作物","105.07","105.07","3028.09","318.161"
"2011","苗栗縣","其他特用作物","117.5","117.5","4110.13","482.94"
"2011","彰化縣","其他特用作物","212.25","209.95","7150.86","1501.324"
"2011","南投縣","其他特用作物","669.1","667.2","3323.66","2217.546"
"2011","雲林縣","其他特用作物","173.94","173.15","4874.96","844.1"
"2011","嘉義縣","其他特用作物","706.54","706.54","2825.57","1996.38"
"2011","屏東縣","其他特用作物","317.15","314.49","4274.65","1344.334"
"2011","台東縣","其他特用作物","2358.65","2338.38","4947.85","11569.958"
"2011","花蓮縣","其他特用作物","573.71","516.46","3403.57","1757.809"
"2011","澎湖縣","其他特用作物","8.66","8.66","3904.39","33.812"
"2011","基隆市","其他特用作物","0.01","0.01","10000","0.1"
"2011","新竹市","其他特用作物","0.09","0.09","3000","0.27"
"2011","嘉義市","其他特用作物","0.96","0.96","2164.58","2.078"
"2011","金門縣","其他特用作物","0","0","0","0"
"2011","連江縣","其他特用作物","0","0","0","0"

